Seed,Cigr_CD,Cire_CD,EVI2_CD,NDRE_CD,NDVI_CD,Cigr_CV,Cire_CV,EVI2_CV,NDRE_CV,NDVI_CV,CHM,Maize_high,N,P,K,pH,SoilTemp,SoilHumi,EC,Water feed Per Area (m3/dunam),Uv radiation,Evapotranspiration,Daily rain,Rain rate,Humidity,Wind speed,Temperature
7.28,1.814816829,0.424997901,1.082512488,0.169778064,0.552463483,2.336855106,0.547250003,1.393900913,0.218615306,0.711381496,1.287653426,0.94,0,0,0,6.7,39.6,14,0,7.51,5.4,1.98,0,0,61,3,35.2
5.95,1.568218905,0.345462815,0.972085922,0.143160019,0.504769181,1.021829105,0.22509865,0.633397343,0.09328103,0.32890041,0.651585759,1.72,1,1,3,6.6,37,25,15,1.96,4.6,0.66,0,0,73,11,31.1
5.06,1.36817933,0.298023031,0.858223404,0.125053296,0.454377794,0.978083897,0.213050673,0.613526658,0.089398087,0.32482555,0.714879896,1.34,0,0,0,6.6,41,13.5,0,7.51,8.1,1.27,0,0,65,11,34.2
5.31,1.406550791,0.310000842,0.900495096,0.130133254,0.47182571,0.752895246,0.165936532,0.482014927,0.069657427,0.252557772,0.535277681,1.23,2,4,8,6.38,39.6,23,46,9.4,4.8,1.98,0,0,57,1,35.9
5.4,1.331190579,0.285177536,0.870370444,0.122563396,0.464473176,1.063809379,0.227897149,0.695548974,0.097945472,0.371179701,0.799141307,2.08,1,2,4,6.5,41,17.5,24,7.51,8,1.27,0,0,63,0,34.1
4.31,1.230116134,0.256252053,0.810821318,0.110048446,0.432698531,0.798544778,0.166349122,0.526354473,0.071439281,0.280891489,0.649162105,1.56,0,0,0,6.6,38,15,0,7.51,8.2,1.27,0,0,62,8,34.8
8.77,2.140652063,0.511851573,1.266134362,0.1999439,0.627349657,1.275744344,0.305043384,0.754566228,0.119158692,0.373875695,0.595960626,1.72,1,1,3,6.6,37,25,15,1.96,4.6,0.66,0,0,73,11,31.1
6.91,1.77517744,0.393339618,1.137350422,0.162380505,0.578431151,0.371397306,0.082293337,0.237953048,0.033972763,0.121017632,0.209217004,2.08,1,2,4,6.5,41,17.5,24,7.51,8,1.27,0,0,63,0,34.1
9.72,2.31508522,0.575601566,1.319381197,0.219068262,0.647942381,2.86036347,0.711174551,1.6301386,0.270665999,0.800553993,1.23553269,1.34,0,0,0,6.6,41,13.5,0,7.51,8.1,1.27,0,0,65,11,34.2
11.85,2.83233657,0.720162722,1.492776346,0.261903075,0.713355839,3.459095485,0.879525282,1.823108163,0.319858788,0.871212126,1.221286877,2,0,1,2,6.6,41.4,12.4,13,9.4,8.5,1.98,0,0,60,1,35.1
10,2.319939646,0.560589849,1.339573242,0.215540025,0.657077194,1.676971192,0.405223053,0.968312146,0.155803369,0.474969048,0.722851215,1.35,0,1,2,6.6,39.5,19.8,10,1.96,5.3,0.66,0,0,73,8,31.5
9.7,2.431831105,0.57015441,1.41553058,0.218538831,0.685897154,1.695780671,0.397583873,0.987087217,0.152392954,0.478294374,0.697326664,1.07,2,2,5,6.5,39,26.5,30,9.4,8.1,2.67,0,0,55,0,36.2
14.94,3.69271263,0.976195402,1.609294017,0.324082686,0.751488009,5.94566513,1.571779758,2.591136728,0.521808037,1.209976648,1.610107725,2.19,9,13,27,6.3,39.5,22,137,9.4,8.6,1.98,0,0,60,4,35.2
12.8,3.023715347,0.796501161,1.511530635,0.281136247,0.719451045,5.02633046,1.324026103,2.512621594,0.467333567,1.19594548,1.662302791,1.62,1,1,2,6.4,40,26.5,15,9.4,6.8,1.98,0,0,53,6,36.1
11.3,2.584724634,0.615543936,1.411311774,0.232529607,0.683450283,2.384282172,0.567809202,1.301866147,0.2144972,0.630449489,0.922451135,2,3,5,10,6.7,38,25.3,57,9.4,8.4,1.98,0,0,55,6,36
11.27,2.731145443,0.675296646,1.450994717,0.250215158,0.698083256,2.263195048,0.559592324,1.202383442,0.207343665,0.57847471,0.828661488,1.13,0,0,0,6.6,41,12,0,7.51,7.8,1.27,0,0,66,3,34
13.9,3.446576947,0.883712541,1.590708816,0.303296248,0.745688249,4.78205194,1.226132286,2.207074526,0.420817069,1.034626527,1.387478653,1.62,1,1,2,6.4,40,26.5,15,9.4,6.8,1.98,0,0,53,6,36.1
11.96,2.932304962,0.732328834,1.486802908,0.264203729,0.709670811,3.495737651,0.873043395,1.772487164,0.314969601,0.846031708,1.192146689,1.38,0,1,2,7,40,16.8,11,1.96,4.4,0.2,0,0,74,9,31.2
10.58,2.448734735,0.626533383,1.391358605,0.236282091,0.676859718,2.904529826,0.743153136,1.650339055,0.280262444,0.802846961,1.186134939,1.2,0,0,0,6.2,39.3,20.7,0,1.96,6.3,0.66,0,0,71,3,31.9
8.67,2.087590071,0.500165677,1.228847082,0.197809205,0.615282602,2.737635652,0.655910089,1.611492424,0.259404152,0.806872772,1.311385646,1.01,0,0,0,6.8,39.2,14.8,0,7.51,8.2,1.98,0,0,61,0,35.1
9.09,2.140441934,0.529291379,1.263918829,0.206318056,0.627680677,1.402902383,0.3469116,0.828405904,0.135226323,0.411398554,0.655426508,1.85,0,0,0,6.7,41,13,0,7.51,8.1,1.27,0,0,62,6,34.7
9.28,2.230800895,0.544594406,1.26065587,0.210164622,0.62644638,2.888973688,0.70527088,1.63259825,0.272171338,0.811272361,1.295038788,0.92,0,0,0,6.5,41.7,13.6,0,7.51,7.9,1.27,0,0,62,6,34.7
10.21,2.359960876,0.599084982,1.37160418,0.228856433,0.670926253,2.444769417,0.620613951,1.420894722,0.237080714,0.69503694,1.035936418,1.99,2,3,7,6.2,39.5,27,38,9.4,8.5,1.98,0,0,60,1,35.1
9.4,2.15726097,0.525183532,1.246525401,0.20496995,0.62149555,2.663980829,0.648544094,1.539322232,0.25311542,0.767478879,1.234890385,2.13,0,0,0,6.5,40.8,14,0,7.51,4.8,1.98,0,0,59,16,35.3
5.42,1.336039675,0.314324444,0.82941227,0.132364545,0.444224689,0.698707104,0.164381886,0.433756763,0.069222531,0.232315665,0.522968829,1.1,1,2,4,6.2,39,25,23,9.4,7,2.67,0,0,55,1,36.6
4.06,1.07468321,0.243171712,0.687459737,0.105028955,0.375211047,0.46988946,0.106323262,0.30058168,0.045922369,0.164055523,0.437235323,1.58,12,17,35,6.5,41,25,181,9.4,8.5,1.98,0,0,59,6,35.7
5.71,1.446078646,0.335127991,0.870949771,0.138319837,0.46100769,1.179989489,0.273461964,0.710688577,0.112867965,0.376178868,0.81599261,1.35,0,1,2,6.6,39.5,19.8,10,1.96,5.3,0.66,0,0,73,8,31.5
5.95,1.433299704,0.348496177,0.840520047,0.143069251,0.445636747,0.980710051,0.238452365,0.575111023,0.097892612,0.304919087,0.684232369,1.3,0,0,0,6.5,38.4,10.3,0,7.51,7.4,1.27,0,0,67,0,33.2
6,1.488170485,0.351222922,0.887385428,0.143933503,0.466630752,1.182846025,0.279163336,0.705322634,0.114403002,0.370893211,0.794832337,1.56,0,0,0,6.6,38,15,0,7.51,8.2,1.27,0,0,62,8,34.8
6.5,1.551827318,0.380299077,0.915628085,0.154218226,0.48081598,1.289221126,0.315943403,0.760681976,0.128120825,0.399450449,0.830776151,1.38,1,1,3,6.4,38.9,19.4,15,1.96,4.5,0.66,0,0,74,6,31.2
6.67,1.621246033,0.389797623,0.937915925,0.15763858,0.489767805,1.151339555,0.276817591,0.666067754,0.111948174,0.347812137,0.710157207,1.38,0,1,2,7,40,16.8,11,1.96,4.4,0.2,0,0,74,9,31.2
5.76,1.423395114,0.329625601,0.913755394,0.139285529,0.482828062,0.431847913,0.100006054,0.277226861,0.042258235,0.146486586,0.303392859,1.24,0,0,1,6,40,24,7,1.96,6.7,0.66,0,0,69,6,32.3
8.2,1.867917434,0.471547941,1.136812572,0.188440913,0.578923525,1.375054201,0.34712668,0.836856531,0.138719445,0.426170456,0.736142924,1.57,0,0,1,6.4,39,16.9,7,1.96,5.3,0.66,0,0,73,8,31.5
10.23,2.322433821,0.602835727,1.329315451,0.229248442,0.653871186,1.158750518,0.30077766,0.663246011,0.114380762,0.326241191,0.498938014,1.76,15,21,46,6.3,40,21,262,9.4,7,1.98,0,0,58,1,36.1
8,1.546338484,0.369584838,0.953473183,0.15375958,0.502171612,0.935231261,0.223526283,0.576664124,0.092994365,0.303715257,0.604803716,2,0,1,2,6.6,41.4,12.4,13,9.4,8.5,1.98,0,0,60,1,35.1
6.24,1.54780616,0.354618286,1.000426191,0.148991533,0.523234788,0.67908335,0.155584969,0.43892626,0.065368437,0.229563651,0.438739274,1.13,2,3,7,6.4,39.2,15.9,37,1.96,5.8,0.66,0,0,70,9,32.1
6.52,1.553708753,0.380813562,0.961760986,0.154517356,0.498769356,1.710928664,0.419348116,1.059081656,0.170152979,0.549239866,1.101190079,1.07,2,2,5,6.5,39,26.5,30,9.4,8.1,2.67,0,0,55,0,36.2
5.47,1.334026071,0.316465731,0.880996354,0.133372781,0.464744638,1.130133142,0.268097018,0.746344617,0.112988047,0.393712934,0.847159712,1.58,12,17,35,6.5,41,25,181,9.4,8.5,1.98,0,0,59,6,35.7
5.8,1.411012691,0.339314274,0.885173987,0.140028695,0.462240158,1.138239468,0.27371894,0.714054504,0.11295872,0.372881119,0.806682658,2.08,1,2,4,6.5,41,17.5,24,7.51,8,1.27,0,0,63,0,34.1
6.8,1.176142182,0.264953695,0.79116568,0.113696029,0.42235122,1.24223527,0.279842718,0.835625086,0.120085156,0.446085167,1.056194811,1.3,0,0,0,6.5,38.4,10.3,0,7.51,7.4,1.27,0,0,67,0,33.2
