index,CatBoost,Decision Tree,ElasticNet,Gradient Boosting,Huber,KNN,Lasso Regression,Linear Regression,M-estimators,Passive Aggressive,Random Forest,Ridge Regression,SVR,XGBoost,simple_voting,weighted_voting
183,5.5669692919554645,5.49,7.5010732163990745,5.461811939502244,5.661443879758233,7.273999999999999,7.53836669344502,5.769944693618873,5.6480804596191625,7.416539896071664,5.460700000000002,6.036570288378077,6.611371415981035,5.251640796661377,6.192036612242158,5.692876463995205
268,6.267335858443877,5.93,7.457014149974757,6.313354034665405,5.911689970140742,6.228,7.47773574729659,5.925944975645842,5.843945474764537,7.229494122780469,6.168699999999994,6.099755219884001,6.885520692823701,6.217689514160156,6.425441411470005,5.893800229001699
227,7.362307388643748,7.46,7.5010732163990745,7.586574619557049,7.58376802807657,7.274000000000001,7.53836669344502,7.653233465708489,7.591008988111369,7.482092732517923,7.613800000000002,7.629865853293529,6.615792739199994,7.303913593292236,7.442556951303213,7.609163178957148
82,6.819803232257305,6.7,7.3362090783772,7.108937941339377,6.503922862256661,6.782000000000001,7.396894485765349,6.339214814596538,6.458907732808581,7.522516825261562,7.242800000000001,6.520421535798185,7.050871514740433,6.876664638519287,6.90422604726575,6.434417105760081
165,8.21328954055632,6.6,7.507113508423249,7.383982295272625,6.692112522397367,6.723999999999999,7.43731511653097,6.777376258626176,6.622280590945916,7.706318621284365,7.50670000000001,6.953501647855119,7.259473796125437,7.40930700302124,7.199483635788485,6.697015712336201
194,10.503243296488222,10.58,7.4785865116488175,10.323963150469005,10.473569713976477,8.174,7.4171048011481595,10.297226356831551,10.438958570397597,6.780594763949269,10.208000000000006,9.861795098190063,7.070992257370185,10.24269962310791,9.275052438826947,10.403686675629032
226,10.068030032424986,9.82,8.019375892788974,9.897128430128449,9.702645556425969,9.298,7.942573001101222,9.72678228125983,9.767738284338378,9.45873778525095,9.794000000000013,9.468404549217922,6.991244252759742,9.749491691589355,9.264582268377556,9.73235031441156
146,6.476007785495016,4.2,8.420750057006629,6.9275783423137165,7.279603373152695,9.040000000000001,8.326568993374615,7.7490495384492535,7.181437130115381,10.917386544359559,6.052099999999999,7.942145764660227,8.189936239546673,5.994250774383545,7.478343895918378,7.402138251652639
104,11.522794087832384,11.27,7.383487911751168,11.887306562561545,11.539095759066106,8.892,7.4171048011481595,11.670614555920507,11.577494282476614,6.958102456716068,11.044799999999993,11.01216370144828,6.912381347823291,11.692492485046387,10.05570271084218,11.595414755394863
60,3.7596696974643136,3.14,7.456756599374222,3.508685547429284,3.949046216262274,8.084,7.396894485765349,3.827651325651489,3.9441011300656257,6.401442746465182,3.598799999999999,4.341620933227371,7.069436926673771,3.711644172668457,5.013553555789095,3.9072390544904554
221,5.216004788749796,5.3,7.814470939042684,4.993170628940894,5.041159719559441,4.744,7.740469847273121,5.1552459517663065,4.988399531218541,8.523913740432139,5.2373999999999965,5.595986712021214,6.728764068016337,5.128775119781494,5.871982931914426,5.061293872228431
266,9.677215928507195,13.5,7.5993915832463745,6.724437605356303,6.5852971280280155,8.788,7.4979460626794,6.989619032409226,6.500254516661536,7.638509763253583,7.5946000000000025,7.169553519879723,7.158595944579188,12.064870834350586,8.249163708496509,6.690668242300394
46,10.839538043936605,10.49,7.3362090783772,10.475245151475844,10.770840007479537,7.640000000000001,7.396894485765349,10.5194864706878,10.771559715783708,7.668022213619309,10.691999999999997,10.057005191209605,7.060753140160458,10.71324348449707,9.459342641642321,10.68793316671521
42,8.34334034449655,8.5,7.354677532427556,8.34368721577852,8.432283787357987,5.976000000000001,7.51815637806221,8.7484089083883,8.546308373792549,7.488856294948745,8.638699999999993,8.460060401777781,6.574410699303235,8.346644401550293,7.947966738420265,8.574905209119283
185,7.157077209141227,7.63,8.019375892788974,7.235395649908446,7.384134005489421,9.297999999999998,7.942573001101222,7.455351224401566,7.424375829107259,9.379674632124427,7.1282999999999985,7.546733755796299,6.987825354691751,7.697228908538818,7.7347175330778155,7.421120500525996
9,7.0132022782491505,7.2,7.412555841675314,6.773037455520842,6.876686574695083,7.087999999999999,7.396894485765349,6.797859021742504,6.854330834239679,6.465900631308112,7.065299999999999,6.8095197727435774,7.0324523006044535,6.603388786315918,6.95636628449,6.843150903762908
22,3.224624572284255,3.14,7.460633158799532,3.1278726805743333,3.2649330884528633,5.901999999999999,7.45752543191378,3.5687079795827907,3.217153832988859,6.599804097411383,3.3945999999999956,4.14310114137046,6.815998311468526,3.2280795574188232,4.610359560876114,3.349477738033719
199,7.041826810009723,6.13,7.390584238126127,6.55077173145392,6.07460248622619,5.604,7.43731511653097,6.244976831679638,6.023715194091607,7.030418063531193,6.234299999999996,6.357807622561272,6.926885791069556,5.93147611618042,6.4984771429614705,6.113981533390518
109,3.587392456584801,4.4,7.4441609141248035,3.773367567730717,4.1714502804566544,6.112,7.43731511653097,4.155524556725391,4.1854531565858935,6.691876470567729,3.9096,4.609439124271733,6.877306134282014,3.785712957382202,5.081471338231635,4.170854634541833
24,4.24338869869541,3.4,8.019375892788974,3.5205370242005865,4.4980236773086935,9.297999999999998,7.942573001101222,4.627847246558105,4.50733080425865,9.28125589328967,3.7321999999999997,5.15461544954198,6.983603385480238,3.7180702686309814,5.637630095846751,4.544074563894861
113,7.668500430903314,7.76,7.814470939042684,7.7238501126262795,7.731507133414799,5.782,7.740469847273121,7.790962244445935,7.707583362159622,8.615656802682258,7.774199999999997,7.825849249162713,6.734120207305076,7.932774543762207,7.614424633769858,7.743191726091053
68,5.245334959898163,5.16,7.475907677848884,5.097258666550036,5.161840934469013,8.084,7.4171048011481595,5.107650729142132,5.105963512589685,6.675695422518539,5.1643,5.492158436633811,7.039483197528042,4.965293884277344,5.942285158757415,5.125269575475116
144,8.28019482063989,8.53,7.354677532427556,8.34368721577852,8.337441706172221,5.976000000000001,7.51815637806221,8.655492723167914,8.450449730286145,7.485622101880093,8.633899999999993,8.381451667942322,6.5742144527708675,8.383506774902344,7.921771078859292,8.480360997959776
224,6.105115304258096,5.0,7.412555841675314,6.305673841524198,6.349886810269875,7.087999999999999,7.396894485765349,6.281756634770276,6.3218845805731965,6.447936325534029,6.5972,6.372888037668379,7.031226666096163,5.88099479675293,6.470858094634843,6.318005656591028
252,11.130378885882479,12.1,7.649748492295401,11.735994649072204,10.054500832821232,8.64,7.53836669344502,10.125477790194076,10.0045901471111,7.635252329299829,12.24680000000001,9.784801030510517,7.033126033133513,12.070063591003418,9.839221462483485,10.061325400138797
6,11.451925179706016,10.95,7.692468141819751,11.161863087926958,10.766479942360768,8.867999999999999,7.59899763959345,10.391860307694888,10.795301427421117,8.349526043990428,10.94820000000001,10.010333689324584,6.851519401002411,10.971393585205078,9.77199060328896,10.652174159493075
120,13.94523979308942,14.9,7.533901846422586,14.001644152100239,15.227572023642974,9.868000000000002,7.43731511653097,14.760677374044285,15.261165811022753,7.874683719796942,14.267900000000004,13.708372722303892,7.230923890930153,14.144501686096191,12.154421295427172,15.08433438358771
67,6.242284586146708,5.82,7.814470939042684,6.903169010424664,6.522209114687613,5.142,7.740469847273121,6.606220647784694,6.485323514833883,8.574418744415262,6.2227999999999986,6.82353693280097,6.731707035827192,6.01166296005249,6.688590952377804,6.537691743299936
119,6.440493622339059,6.35,7.507113508423249,6.113436689695272,6.290013864274346,6.236,7.43731511653097,6.383442754342911,6.215872049067538,7.692606725923607,6.3168999999999995,6.620226945351735,7.258564063439926,5.994101047515869,6.6325775990646045,6.296179923356888
118,5.5454699982046005,6.14,8.234197697984749,6.280908847544003,6.36335829060735,5.978,8.104255524163703,6.185229736223679,6.417793010974577,10.055783004957469,5.821099999999999,6.506052150335642,7.439258188522241,6.1142048835754395,6.798972238078106,6.322597894433912
25,5.914216412153605,5.760000000000001,7.4785865116488175,5.677238820176355,5.732319403538458,6.459999999999999,7.4171048011481595,5.652253508144403,5.646889294811998,6.61891422405551,5.766499999999994,5.932066026023234,7.060035675577411,5.698360919952393,6.201034685516453,5.677327185139511
125,14.52487681817318,14.9,8.234197697984749,14.27594749720071,15.04339751551137,8.146,8.104255524163703,14.689009095110515,15.190869005078255,10.351779490334303,14.261700000000003,13.70039968658763,7.4481269627043485,14.30954647064209,12.370007554535063,14.975375765732664
244,11.1276832654375,10.49,7.692468141819751,10.782556220733161,10.252911677647573,8.867999999999999,7.59899763959345,9.888720737044423,10.27622849494383,8.332012943252353,10.518299999999996,9.584668725814304,6.850373051755919,10.55358600616455,9.486893350300488,10.140218855931558
19,2.7613288606043085,0.98,7.507113508423249,1.5725113941409758,2.6402874968796324,5.558000000000001,7.43731511653097,2.8078289875768516,2.527026186831026,7.568148051331852,1.9491999999999994,3.595194544124257,7.250327189501346,1.145227313041687,3.949964903499011,2.657916232395541
77,6.2362734243874645,6.23,7.326833160077432,6.272132068059534,6.16104062232729,6.888,7.396894485765349,6.10092371632809,6.130611663071219,7.448804424870276,6.2396000000000065,6.311415271589527,7.025856532149698,6.2330217361450195,6.571529078912208,6.13100047333307
216,8.349717384333234,8.32,7.412555841675314,8.279211360198655,8.171578669751554,7.425999999999999,7.396894485765349,8.066456591939396,8.163102195721653,6.510057518062642,8.326099999999999,7.882775723828836,7.03546992482661,8.263326644897461,7.828803310071478,8.133976138017331
90,5.776530502094124,5.760000000000001,7.309420740377862,5.827190530780788,5.755490116785743,6.212000000000001,7.396894485765349,5.716844287480747,5.695202809519232,7.449504495749654,5.852199999999998,5.9705456798533,7.014424132727515,5.820616722106934,6.254061750231517,5.72258928255122
208,7.315312906134408,7.51,7.457014149974757,7.6336570278827125,7.447908028327025,6.228,7.47773574729659,7.43096806084949,7.396629445283308,7.281880423603965,7.4111,7.3730313325481704,6.889091262783316,7.824991226196289,7.334094257920001,7.425193495201
93,8.383409305456645,8.53,7.3362090783772,8.40650148331827,8.401049041987514,6.4159999999999995,7.396894485765349,8.332354145987594,8.32802359366518,7.256361732721704,8.382799999999996,8.145478847724402,7.054065588391328,8.489392280578613,7.918467113140985,8.35395755277744
180,7.7223719838131615,7.46,7.456756599374222,7.874395227070783,7.513012658332288,8.084,7.396894485765349,7.319246637673304,7.546267851502452,6.522976936982088,7.568100000000005,7.295572237759028,7.077524920297556,7.522169589996338,7.454234937754756,7.460012165874151
15,5.5739502074299345,5.83,7.535640505197679,5.702432038202632,5.6305435331729985,6.964,7.45752543191378,5.6589845194349335,5.640088909073547,6.707351657568126,5.731499999999999,5.9663134998814575,6.930666022020075,5.924399375915527,6.2323854071293345,5.643136865317486
152,11.099539535038168,11.05,7.322814909377532,10.992373481451438,11.084517324472325,7.926,7.396894485765349,11.304428098996137,11.102317641804522,7.646963387953292,11.099299999999989,10.715011019932462,7.073251694865258,11.049932479858398,9.775953147108206,11.163202830041154
232,5.166908009317316,4.7,7.316117824877697,5.22662216220457,5.215146559681153,6.428,7.396894485765349,5.186851381308711,5.207045760035484,7.532308641513087,4.999600000000002,5.558906003368998,7.024274722914112,4.8655242919921875,5.844585703069905,5.203083492332119
250,9.004614187968537,9.28,7.309420740377862,9.159300960496326,8.955579272438294,6.792,7.396894485765349,8.85195133058707,8.92959203553766,7.558630171155361,9.216399999999991,8.622901612381959,7.021747018218568,9.221391677856445,8.380030249484529,8.912627934999783
